ref	tcz	en_web	en_kjv	tcz_gospelgo
ROM 13:12	Jan hi kichai ding kon ahitai, huhdoh a iumna dingu chu hunglhung ding ahitai. Hijehchun, muthim natoh ponsenen tobang chu paidoh un. Chule chonphatna hinkho, khovah galvon chonphatna galvon vah-emsel chu kivon un.	The night is far gone, and the day is near. Let’s therefore throw off the deeds of darkness, and let’s put on the armor of light.	The night is far spent, the day is at hand: let us therefore cast off the works of darkness, and let us put on the armour of light.	
ROM 13:13	Ajehchu eiho sunlai mi ihiuvin, mi jousen eimu theina dinguva kitup keicha hinkho iman dingu ahije. Muthim natohna ngolpithei kikhop khomna hoa jaolouvin, chule jukham jonthanhoina hinkho ahilouleh kinahna le kimit thipna hoa jaohih-un.	Let’s walk properly, as in the day; not in reveling and drunkenness, not in sexual promiscuity and lustful acts, and not in strife and jealousy.	Let us walk honestly, as in the day; not in rioting and drunkenness, not in chambering and wantonness, not in strife and envying.	
ROM 13:14	Chusangin, Pakai Yeshua Christa to hinkho mankhomna chu kivon'un. Chule nangho tahsa ngaichat suhbulhit nomna lunggel phalou ho a chun kipelut hih-un.	But put on the Lord Jesus Christ, and make no provision for the flesh, for its lusts.	But put ye on the Lord Jesus Christ, and make not provision for the flesh, to fulfil the lusts thereof.	
ROM 14:1	Tahsanna'a lhasam midang tahsan chanpi khat chu sanguvin, chule alunggel dih hen, dih hih jongleh kinelpi hih un.	Now accept one who is weak in faith, but not for disputes over opinions.	Him that is weak in the faith receive you, but not to doubtful disputations.	
ROM 14:2	Vetsahnan, mikhat'in ipi hijongleh nehthei ahi tin gel'in te. Hinla tahsan cha adang khat chun se le pha hetna alunggel thua anun jeh chun anche hing bou nen te.	One man has faith to eat all things, but he who is weak eats only vegetables.	For one believeth that he may eat all things: another, who is weak, eateth herbs.	
ROM 14:3	Ipi hita jongleh nehthei ahi tiho chun anelou ho chu musit dauhen, ajehchu Pathen in amaho chu alah cheh-u ahiye.	Don’t let him who eats despise him who doesn’t eat. Don’t let him who doesn’t eat judge him who eats, for God has accepted him.	Let not him that eateth despise him that eateth not; and let not him which eateth not judge him that eateth: for God hath received him.	
ROM 14:4	Nang koi nahi a midang sohho themmo nachan thei ding ham? Amaho apakai pauvin adindohna diu hihen, alhuhkamna diu hijongleh athu hintan nante. Chule Pakai panpina jal'a, amaho dingdet uva chule apachatna changdiu ahi.	Who are you who judge another’s servant? To his own lord he stands or falls. Yes, he will be made to stand, for God has power to make him stand.	Who art thou that judgest another man’s servant? to his own master he standeth or falleth. Yea, he shall be holden up: for God is able to make him stand.	
ROM 14:5	Chutima chun, mi koihamkhat chun nikho khat chu nikho dang sanga theng jon koiyintin, michom dang ho vang'in nikho jouse kibang in gelunte. Nangho khat cheh in ipi nikho hijongleh nalhen'u chu lahthei ding dol hijeng ah ahi.	One man esteems one day as more important. Another esteems every day alike. Let each man be fully assured in his own mind.	One man esteemeth one day above another: another esteemeth every day alike. Let every man be fully persuaded in his own mind.	
ROM 14:6	Nikho jatchom beh khat Pakai houna a mangho chun Ama jana a achutiman'u ahi. Ipipen anneh hijongleh nea chun Pakai jabolna'a aneh ahi, ajehchu amahon aneh masanguva Pathen athangvah-u ahitai. Chule abangloi khat chun anneh anehlou loi umsah unte; ahin amaho jong chun Pakai alunglhai nomjeh uva abol'u ahin, Pathen athangvah nau ahi.	He who observes the day, observes it to the Lord; and he who does not observe the day, to the Lord he does not observe it. He who eats, eats to the Lord, for he gives God thanks. He who doesn’t eat, to the Lord he doesn’t eat, and gives God thanks.	He that regardeth the day, regardeth it unto the Lord; and he that regardeth not the day, to the Lord he doth not regard it. He that eateth, eateth to the Lord, for he giveth God thanks; and he that eateth not, to the Lord he eateth not, and giveth God thanks.	
ROM 14:7	Ajehchu eiho eima ho chang dinga hinga ihi pouvin, ahilouleh eiho chang dinga thi ding ihipouve.	For none of us lives to himself, and none dies to himself.	For none of us liveth to himself, and no man dieth to himself.	
ROM 14:8	Ahin, ihinuleh Pakai jabolna'a hin ding, chule ithi uva ahi jongleh Pakai jabolna a thi ding ahi. Hijeh chun eiho hingu hitin, ahilouleh thi jongleu hen, Pakaiya ihiuve.	For if we live, we live to the Lord. Or if we die, we die to the Lord. If therefore we live or die, we are the Lord’s.	For whether we live, we live unto the Lord; and whether we die, we die unto the Lord: whether we live therefore, or die, we are the Lord’s.	
ROM 14:9	Hijeh a chu Christa chu ahing nalaiho leh athisaho Pakai ahi theina dinga khatvei ana thia chule thoudoh kit ahi.	For to this end Christ died, rose, and lived again, that he might be Lord of both the dead and the living.	For to this end Christ both died, and rose, and revived, that he might be Lord both of the dead and living.	
ROM 14:10	Hijehchun, ipi atileh nangman tahsanna neimikhat chu themmo nachan thei ham? Ipi jeh a tahsanna nei mikhat chu namusit ham? Eiho ibonchauva Pathen thutanna anga ding ding ihicheh uve tihi geldoh in.	But you, why do you judge your brother? Or you again, why do you despise your brother? For we will all stand before the judgment seat of Christ.	But why dost thou judge thy brother? or why dost thou set at nought thy brother? for we shall all stand before the judgment seat of Christ.	
ROM 14:11	Ajehchu Pathen thun, “Pakaiyin kahinna a kahahsel ahi. Khup jouse Ka-angsunga hung dilsu cheh dingu, chule lei jousen Pakai aphondoh uva chule avahchoi dingu ahi,” ati.	For it is written, “‘As I live,’ says the Lord, ‘to me every knee will bow. Every tongue will confess to God.’”	For it is written, As I live, saith the Lord, every knee shall bow to me, and every tongue shall confess to God.	
ROM 14:12	Henge, eiho khatcheh in eima chung chang thu Pathen koma iphon cheh dingu ahi.	So then each one of us will give account of himself to God.	So then every one of us shall give account of himself to God.	
ROM 14:13	Hijeh chun khat le khat ki-oimotona neitapou hite. Hisang chun tahsan kibahpi michomkhat kipalna le lhuhna neisah pouhite.	Therefore let’s not judge one another any more, but judge this rather, that no man put a stumbling block in his brother’s way, or an occasion for falling.	Let us not therefore judge one another any more: but judge this rather, that no man put a stumblingblock or an occasion to fall in his brother’s way.	
ROM 14:14	Keiman Pakai Yeshua thuneina le hetkhenna kanei jal'in ipi hitaleh hiche neh ding dol chu neh aphatmona kaum sahpoi. Hinlah mikhat touvin hichu aphapoi ti atahsan'a ahileh ama dinga chu phamoa ahi.	I know and am persuaded in the Lord Jesus that nothing is unclean of itself; except that to him who considers anything to be unclean, to him it is unclean.	I know, and am persuaded by the Lord Jesus, that there is nothing unclean of itself: but to him that esteemeth any thing to be unclean, to him it is unclean.	
ROM 14:15	Chule sopi khat chu nangma anneh jeh a alunglhah a, hichu nangman naneh teitei leh, ngailutna neiya chon nahilou ahitai. Nathil neh jeh chun a-dinga Christa thisa khat chu sumang go hih in.	Yet if because of food your brother is grieved, you walk no longer in love. Don’t destroy with your food him for whom Christ died.	But if thy brother be grieved with thy meat, now walkest thou not charitably. Destroy not him with thy meat, for whom Christ died.	
ROM 14:16	Chujongleh nangman pha dinga natahsan chung changa koiman nagel hoimo taponte.	Then don’t let your good be slandered,	Let not then your good be evil spoken of:	
ROM 14:17	Ajeh chu Pathen Lenggam chu neh le don thujengbou hipontin, chusang a phatna le cham-lungmonna, chule Lhagaothenga kipana hinkho man'a joh hiding ahi.	for God’s Kingdom is not eating and drinking, but righteousness, peace, and joy in the Holy Spirit.	for the kingdom of God is not meat and drink; but righteousness, and peace, and joy in the Holy Ghost.	
ROM 14:18	Hitia lung ngaitoa Christa lhachana toh'a, Pathen lunglhai ding, chule midangin nanatoh chu aphatna aphondoh dingu ahi.	For he who serves Christ in these things is acceptable to God and approved by men.	For he that in these things serveth Christ is acceptable to God, and approved of men.	
ROM 14:19	Hiti ahijeh chun, houbung sunga kilung hetthemna le khatle khat kisadohtoa umna ding lunggut uhite.	So then, let’s follow after things which make for peace, and things by which we may build one another up.	Let us therefore follow after the things which make for peace, and things wherewith one may edify another.	
ROM 14:20	Naneh jaljeh in Pathen natoh chu suse hih-un. Geldoh un, an jouse hi nehthei cheh ahi, hinla tahsannei midang khat kipalna ding ahileh, hichu dihlou ahi.	Don’t overthrow God’s work for food’s sake. All things indeed are clean, however it is evil for that man who creates a stumbling block by eating.	For meat destroy not the work of God. All things indeed are pure; but it is evil for that man who eateth with offence.	
ROM 14:21	Saneh ahilouleh judon ahilouleh imadang bol chun atahsan khat akipalsah ding'a ahileh bollou chu phajoa ahi.	It is good to not eat meat, drink wine, nor do anything by which your brother stumbles, is offended, or is made weak.	It is good neither to eat flesh, nor to drink wine, nor any thing whereby thy brother stumbleth, or is offended, or is made weak.	
ROM 14:22	Nangman ipi nabol thudol'a ima asetna aumpoi tin tahsan'innate, hinla hichu nangma tahle Pathen kikah thua koiyin. Koi hileh aphai tiagela abolna chunga ki-oimona lungthim neilouho chu anunnom ahiuve.	Do you have faith? Have it to yourself before God. Happy is he who doesn’t judge himself in that which he approves.	Hast thou faith? have it to thyself before God. Happy is he that condemneth not himself in that thing which he alloweth.	
ROM 14:23	Hinlah nangman thilkhat chu nehding ham, hilou ham ti thudol'a lungsa-ihna naneiya, hichun aneh teitei a ahileh achonsea nahitai. Ajehchu nangman natahsan chu najuilou ahi tai. Hijehchun, nangman adihpoi tia nagelkhat chu nabol'a ahileh achonsea nahitai.	But he who doubts is condemned if he eats, because it isn’t of faith; and whatever is not of faith is sin.	And he that doubteth is damned if he eat, because he eateth not of faith: for whatsoever is not of faith is sin.	
ROM 15:1	Eiho ahat chengse hin, chang kilung lhaiding hollouva, hicheng thua lunggel lhahsamna neiho chu ikhohsah ding'u ahi.	Now we who are strong ought to bear the weaknesses of the weak, and not to please ourselves.	We then that are strong ought to bear the infirmities of the weak, and not to please ourselves.	
ROM 15:2	Eiho hin midangho chu adih boldinga ikithopiuva chule amaho chu Pakaiya ikisahdoh sah dingu ahi.	Let each one of us please his neighbor for that which is good, to be building him up.	Let every one of us please his neighbour for his good to edification.	
ROM 15:3	Ajehchu Christa jeng jong ama leh ama kilunglhai ding ana gelkhoh poi. Pathen thubu in asei dungjuiyin, “Vo Pathen, nangma najumso ho jumna chu kachunga ahung chutai,” ati.	For even Christ didn’t please himself. But, as it is written, “The reproaches of those who reproached you fell on me.”	For even Christ pleased not himself; but, as it is written, The reproaches of them that reproached thee fell on me.	
ROM 15:4	Chutobang thuchengho chu Pathen lekhabua ikihilna dinguva masang peh a ana kijihsa ahi. Chule Pathen thubun kinepna eipeuvin chule Pathen thutep ho guilhunna dinga thoh hattah angah dinga ei-tilkhou'u ahi.	For whatever things were written before were written for our learning, that through perseverance and through encouragement of the Scriptures we might have hope.	For whatsoever things were written aforetime were written for our learning, that we through patience and comfort of the scriptures might have hope.	
ROM 15:5	Hiche thohhat le tilkhouna hi, Christa Yeshua nungjui hina ding doltah ahi jal'in, Pathen in nangho khat le khat kilungtona hinkho mangkhom ding'in napanhu tauhen.	Now the God of perseverance and of encouragement grant you to be of the same mind with one another according to Christ Jesus,	Now the God of patience and consolation grant you to be likeminded one towards another according to Christ Jesus:	
ROM 15:6	Chutengleh nangho nabon chauva aw khat'a i-Pakaiyu Yeshua Christa chu vahchoiya chule loupina Pathen napeh thei dingu ahi.	that with one accord you may with one mouth glorify the God and Father of our Lord Jesus Christ.	that ye may with one mind and one mouth glorify God, even the Father of our Lord Jesus Christ.	
ROM 15:7	Hiti ahijeh chun, Pathen loupina pehtheina dingin Christan nangho nasan banguvin, nangho jong khatle khat kisangtouvin.	Therefore accept one another, even as Christ also accepted you, to the glory of God.	Wherefore receive ye one another, as Christ also received us, to the glory of God.	
ROM 15:8	Christa chu Judah mite henga soh a ahung chu Pathen in apu apateu henga ana thutepsa akitahna chu vetsahna dinga hung ahi, ti geldoh un.	Now I say that Christ has been made a servant of the circumcision for the truth of God, that he might confirm the promises given to the fathers,	Now I say that Jesus Christ was a minister of the circumcision for the truth of God, to confirm the promises made unto the fathers:	
ROM 15:9	Chidang namdang hon Pathen loupina apeh uva, akhotona chu achunguva alhunna dinga Ama jong hung'ah ahi. Hiche hi Labol pan jong hiti hin anajih-e: “Hiche jeh a hi Keiman nangma chidang namdang ho masanga kavahchoi ding; Namin Vahchoina La ho kasah ding ahi.”	and that the Gentiles might glorify God for his mercy. As it is written, “Therefore I will give praise to you among the Gentiles and sing to your name.”	and that the Gentiles might glorify God for his mercy; as it is written, For this cause I will confess to thee among the Gentiles, and sing unto thy name.	
ROM 15:10	Chule munchom khat'a jong hitin akisun e, “Nangho chidang namdang ho, Amitetoh kipah thanom'un.”	Again he says, “Rejoice, you Gentiles, with his people.”	And again he saith, Rejoice, ye Gentiles, with his people.	
ROM 15:11	Chukit jongleh, “Chidang namdang nanghon nabon chauvin Pakai chu vahchoiyun. Nangho vannoi mite jousen Ama vahchoiyun.”	Again, “Praise the Lord, all you Gentiles! Let all the peoples praise him.”	And again, Praise the Lord, all ye Gentiles; and laud him, all ye people.	
ROM 15:12	Chule munchom khat'a Isaiah in aseiyin, “David Laltouna a toudingpa chu hung ding chule Aman chidang namdang ho lah a vai apoh ding, amahon Achunga akinepnau angaplhah dingu ahi,” ati.	Again, Isaiah says, “There will be the root of Jesse, he who arises to rule over the Gentiles; in him the Gentiles will hope.”	And again Esaias saith, There shall be a root of Jesse, and he that shall rise to reign over the Gentiles; in him shall the Gentiles trust.	
ROM 15:13	Keima kataona hi nangho Ama natahsan jal uva, Kinepna Bulpi Pathen chun, kipana le cham-lungmonna kimkeiya nadip dimna dingu hi ahi. Chutengleh nangho Lhagaotheng thahatna jal'a kinepna neiya lung ngamnan nalung'u alodim theina ding kati ahi.	Now may the God of hope fill you with all joy and peace in believing, that you may abound in hope in the power of the Holy Spirit.	Now the God of hope fill you with all joy and peace in believing, that ye may abound in hope, through the power of the Holy Ghost.	
ROM 15:14	Kasopi deitahte, nangho phatnaa dimset nahiuve ti kichentah in kahe'e. Nanghon hiche thudol hohi phatah a nahet'u ahitan, nangho khat le khat kihilto theiyanahi tauve.	I myself am also persuaded about you, my brothers, that you yourselves are full of goodness, filled with all knowledge, able also to admonish others.	And I myself also am persuaded of you, my brethren, that ye also are full of goodness, filled with all knowledge, able also to admonish one another.	
ROM 15:15	Ahinah vang'in, hiche thudol phabep hi avel a nageldoh kit theina ding uva lungngam tah-a kahinjih ahi. Hiche hi Pathen mi-hepijal ahipen'e.	But I write the more boldly to you in part as reminding you, because of the grace that was given to me by God,	Nevertheless, brethren, I have written the more boldly unto you in some sort, as putting you in mind, because of the grace that is given to me of God,	
ROM 15:16	Keima hi chidang namdang nangho dinga Christa Yeshua a kona thupole ding'a achombeh-a ei-kilhengdoh ahi. Keiman Kipana Thupha kahin pohpeh uhi nangho Pathen'a ding'a santhei doltah a kipetheng sel'a naum uva, Lhagaotheng jal'a suhtheng nahina ding'u ahi.	that I should be a servant of Christ Jesus to the Gentiles, serving as a priest of the Good News of God, that the offering up of the Gentiles might be made acceptable, sanctified by the Holy Spirit.	that I should be the minister of Jesus Christ to the Gentiles, ministering the gospel of God, that the offering up of the Gentiles might be acceptable, being sanctified by the Holy Ghost.	
ROM 15:17	Hijehchun keiman Pathen na katohna a Christa Yeshuan keima eimanchah-a aboldoh ho jouse kathanoppi theina hi ajeh uma ahi.	I have therefore my boasting in Christ Jesus in things pertaining to God.	I have therefore whereof I may glory through Jesus Christ in those things which pertain to God.	
ROM 15:18	Christa in keiya kon'a athil boldohho tilou kisonpi ding imadang kaneipoi, keiman chidang namdang ho henga kathupoh le alah uva kanatoh hi Pathen henga amaho puilut ding kati hi ahi.	For I will not dare to speak of any things except those which Christ worked through me for the obedience of the Gentiles, by word and deed,	For I will not dare to speak of any of those things which Christ hath not wrought by me, to make the Gentiles obedient, by word and deed,	
ROM 15:19	Amaho melchihna le datmo kidangho chule Lhagaotheng thahatna chun alunguva nopna anei sah ahi. Hitia hi keiman Christa Kipana Thuphahi Jerusalema pat Illyricum lampi geiya kapehdoh soh ahitai.	in the power of signs and wonders, in the power of God’s Spirit; so that from Jerusalem and around as far as to Illyricum, I have fully preached the Good News of Christ;	through mighty signs and wonders, by the power of the Spirit of God; so that from Jerusalem, and round about unto Illyricum, I have fully preached the gospel of Christ.	
ROM 15:20	Keima lungtup pipen hi midang in houbung aphudohnasa mun ho a che sang a Christa min kiphahpoh louna muna Kipana Thupha ga-seiphong ding hi ahi.	yes, making it my aim to preach the Good News, not where Christ was already named, that I might not build on another’s foundation.	Yea, so have I strived to preach the gospel, not where Christ was named, lest I should build upon another man’s foundation:	
ROM 15:21	Keiman Pathen thubu'a kisei kahin juipeh chu hitia thu kiseina mun'a, “Ama chung chang thu kiseilouna hon amu diu, chule Ama chung chang thu jakha louhon ahetdoh dingu hi ahi.”	But, as it is written, “They will see, to whom no news of him came. They who haven’t heard will understand.”	but as it is written, To whom he was not spoken of, they shall see: and they that have not heard shall understand.	
ROM 15:22	Tahbeh mong'in, nangho kavilna dingu khongaisot a kaum hi hiche mun hoa thuseiphonga kana kalson jing jeh ahi.	Therefore also I was hindered these many times from coming to you,	For which cause also I have been much hindered from coming to you.	
ROM 15:23	Hinlah tun, hiche gamkai hoa kon'a hi nangho kahung vilnom ahiye.	but now, no longer having any place in these regions, and having these many years a longing to come to you,	But now having no more place in these parts, and having a great desire these many years to come unto you;	
ROM 15:24	Keiman Spain kagavil nom'in, kagavil phat le Rome a kahung kibanpa ding ahi. Chule nangho toh kipah tah-a ikiloikhom jouvu phat chomkhat jou tengleh nanghon kakholjinna a ding neigon peh thei ding'u ahi.	whenever I travel to Spain, I will come to you. For I hope to see you on my journey, and to be helped on my way there by you, if first I may enjoy your company for a while.	whensoever I take my journey into Spain, I will come to you: for I trust to see you in my journey, and to be brought on my way thitherward by you, if first I be somewhat filled with your company.	
ROM 15:25	Hinlah kahung masang'a Jerusalem'a kagachetei ding, chuche mun'achu atahsan ho thilpeh kagapeh ding ahi.	But now, I say, I am going to Jerusalem, serving the saints.	But now I go unto Jerusalem to minister unto the saints.	
ROM 15:26	Ajeh chu Mecedonia le Achaia gamhoa um tahsanhon Jerusalem'a tahsan holah-a avaichaho ding neitokhomna lung gutten'a aneiyu ahi ti namu uve.	For it has been the good pleasure of Macedonia and Achaia to make a certain contribution for the poor among the saints who are at Jerusalem.	For it hath pleased them of Macedonia and Achaia to make a certain contribution for the poor saints which are at Jerusalem.	
ROM 15:27	Amahon hiche abol jeh uhin akipahlheh uve, ajehchu achung'uva bat lentah neiya kigel'u ahi. Chidang namdang hon Kipana Thupha thu'a Lhagao vangbohna hi Jerusalem'a um tahsan hoa kon'a ana kisan'u ahijeh'in, amahon sum-le-pai a akithopi uhi abolthei sun'u dan'in agel uve.	Yes, it has been their good pleasure, and they are their debtors. For if the Gentiles have been made partakers of their spiritual things, they owe it to them also to serve them in material things.	It hath pleased them verily; and their debtors they are. For if the Gentiles have been made partakers of their spiritual things, their duty is also to minister unto them in carnal things.	
ROM 15:28	Keiman hiche sum hi kagapeh doh a chule amaho thilphabol hi kaga suh-bulhit teng, keiman Spain lampia kon'a nangho kahung vil ding'u ahi.	When therefore I have accomplished this, and have sealed to them this fruit, I will go on by way of you to Spain.	When therefore I have performed this, and have sealed to them this fruit, I will come by you into Spain.	
ROM 15:29	Chule keima kahung tengleh Christa in phattheina lhingset chanvou eichansah diu hi kichentah in katahsan'e.	I know that when I come to you, I will come in the fullness of the blessing of the Good News of Christ.	And I am sure that, when I come unto you, I shall come in the fulness of the blessing of the gospel of Christ.	
ROM 15:30	Kasopi deitahte, i-Pakaiyu Yeshua Christa min'a kangeh nahiuve, keima toh Pathen heng'a taonaa kithokhom'u hite, chule keima ding in neitaopeh un kati ahi. Hiche hi keima nei-ngailut jaluvin Lhagao Thengthilpeh chun bol'un.	Now I beg you, brothers, by our Lord Jesus Christ and by the love of the Spirit, that you strive together with me in your prayers to God for me,	Now I beseech you, brethren, for the Lord Jesus Christ’s sake, and for the love of the Spirit, that ye strive together with me in your prayers to God for me;	
ROM 15:31	Pathen sei ngailou ho Judea gam'a umhoa kon'a huhdoh a kaumna dingin neitaopeh un. Chuche mun'a tahsan neihon sumkitoh khom kapoh hi asan nomna dingun jong taovun.	that I may be delivered from those who are disobedient in Judea, and that my service which I have for Jerusalem may be acceptable to the saints,	that I may be delivered from them that do not believe in Judea; and that my service which I have for Jerusalem may be accepted of the saints;	
ROM 15:32	Chutah le, Pathen lunggot lam ahia kipah thanom tah a naheng'u kahung'a iki tilkhou to theina dingu kati ahi.	that I may come to you in joy through the will of God, and together with you, find rest.	that I may come unto you with joy by the will of God, and may with you be refreshed.	
ROM 15:33	Chule tuhin chamna leh lungmonna eipeuva Pathen chun nangho jouse na umpi jing tauhen. Amen.	Now the God of peace be with you all. Amen.	Now the God of peace be with you all. Amen.	
ROM 16:1	Keiman Cenchrea Houbunga lhacha natonga pang isopinu-u, Phoebe, seiphatna kapeh ahi.	I commend to you Phoebe, our sister, who is a servant of the assembly that is at Cenchreae,	I commend unto you Phebe our sister, which is a servant of the church which is at Cenchrea:	
ROM 16:2	Pathen mite lah a jabol'a kilom in amanu hi ana lemun. Aman ngaichatna aneichan'in kithopina anapeuvin, ajehchu amahi mitampi ana kithopijia, chule adeh'a keima eikithopia ana pang jing ahi.	that you receive her in the Lord in a way worthy of the saints, and that you assist her in whatever matter she may need from you, for she herself also has been a helper of many, and of my own self.	that ye receive her in the Lord, as becometh saints, and that ye assist her in whatsoever business she hath need of you: for she hath been a succourer of many, and of myself also.	
ROM 16:3	Christa Yeshua a lhachana katoh khompi teni Priscilla le Aquila chibai kahinbol e.	Greet Prisca and Aquila, my fellow workers in Christ Jesus,	Greet Priscilla and Aquila my helpers in Christ Jesus:	
ROM 16:4	Tahbeh mongin keima pan huna'a ahinkho lhona hahsatna atolhon ahin, amani chunga hin keigoh hilouvin chidang namdang houbungho jong akipahlheh uve.	who risked their own necks for my life, to whom not only I give thanks, but also all the assemblies of the Gentiles.	who have for my life laid down their own necks: unto whom not only I give thanks, but also all the churches of the Gentiles.	
ROM 16:5	Chujongleh a-in lhon'a kikhom houbung jong chu chibai kabol'in ahi. Ka golngaitah Epenetus chibaiyun: Ama hi Asia gamkaiya Christa nungjui amasapen ahi.	Greet the assembly that is in their house. Greet Epaenetus, my beloved, who is the first fruits of Achaia to Christ.	Likewise greet the church that is in their house. Salute my wellbeloved Epenetus, who is the firstfruits of Achaia unto Christ.	
ROM 16:6	Nangho phatchomna dinga natong gima Mary chu kachibai anapeuvin.	Greet Mary, who labored much for us.	Greet Mary, who bestowed much labour on us.	
ROM 16:7	Andronicus le Junia Judah nam mi ka chankhompi, keitoh songkul kalut khompi ho chibai bolun. Amaho hi solchah ho lah a jana sangtah changa ahiuvin, chule keima masanga Christa nung juiya anapang masa ahiuve.	Greet Andronicus and Junia, my relatives and my fellow prisoners, who are notable among the apostles, who were also in Christ before me.	Salute Andronicus and Junia, my kinsmen, and my fellowprisoners, who are of note among the apostles, who also were in Christ before me.	
ROM 16:8	Ampliatus Pakaiya kagol ngai chibaiyun.	Greet Amplias, my beloved in the Lord.	Greet Amplias my beloved in the Lord.	
ROM 16:9	Urbanas Christaa katoh khompiu le kagolngai Starkis chibaiyun.	Greet Urbanus, our fellow worker in Christ, and Stachys, my beloved.	Salute Urban our helper in Christ, and Stachys my beloved.	
ROM 16:10	Christa seiphat chang miphatah Apelles chibaiyun chule Aristobulus insung mite kachibai anabolun.	Greet Apelles, the approved in Christ. Greet those who are of the household of Aristobulus.	Salute Apelles approved in Christ. Salute them which are of Aristobulus’ household.	
ROM 16:11	Herodion, ka Judah chanpi chibai anabolun. Narcissus insung pumpia kona Pakai mite chibaiyun.	Greet Herodion, my kinsman. Greet them of the household of Narcissus, who are in the Lord.	Salute Herodion my kinsman. Greet them that be of the household of Narcissus, which are in the Lord.	
ROM 16:12	Tryphena le Tryphosa Pakai natong teni hile Persis amaho Pakaiya dinga tong gimtah a kiseh ho jong hi chibaiyun.	Greet Tryphaena and Tryphosa, who labor in the Lord. Greet Persis, the beloved, who labored much in the Lord.	Salute Tryphena and Tryphosa, who labour in the Lord. Salute the beloved Persis, which laboured much in the Lord.	
ROM 16:13	Pakaiyin Amaa dinga achoma alhendoh Rufus chule anu ngaitah, keima dinga jong nua pang chu chibaiyun.	Greet Rufus, the chosen in the Lord, and his mother and mine.	Salute Rufus chosen in the Lord, and his mother and mine.	
ROM 16:14	Asyncritus, Philegon, Hermes, Patrobas, Hermas chule sopite ho amahoto kimuto chengse chibai anapeuvin.	Greet Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brothers who are with them.	Salute Asyncritus, Phlegon, Hermas, Patrobas, Hermes, and the brethren which are with them.	
ROM 16:15	Philologus, Julia, Nareus le asopinu, Olympas chule aumpi mithengte jouse kachibai anapeuvin.	Greet Philologus and Julia, Nereus and his sister, and Olympas, and all the saints who are with them.	Salute Philologus, and Julia, Nereus, and his sister, and Olympas, and all the saints which are with them.	
ROM 16:16	Christian kingailutna a khat le khat kichibaiyun. Christa Houbung ho jousen chibai nahin boluve.	Greet one another with a holy kiss. The assemblies of Christ greet you.	Salute one another with a holy kiss. The churches of Christ salute you.	
ROM 16:17	Chule tun keiman kangehbe nomu chu, ka sopi deitah teho, kibung khenna le miho tahsan lhahdaisah nangho thu nakihilu akaleh a hilhoa kon'in kichih theiyun. Amahoa kon chun kikangseuvin.	Now I beg you, brothers, look out for those who are causing the divisions and occasions of stumbling, contrary to the doctrine which you learned, and turn away from them.	Now I beseech you, brethren, mark them which cause divisions and offences contrary to the doctrine which ye have learned; and avoid them.	
ROM 16:18	Hitobang miho chu Christa lhacha natong hilouva amaho lung deiya natong ahiuve. Thusei them le kam ngeiyin dohan themmona neilou ho alhemlhauvin ahi.	For those who are such don’t serve our Lord Jesus Christ, but their own belly; and by their smooth and flattering speech they deceive the hearts of the innocent.	For they that are such serve not our Lord Jesus Christ, but their own belly; and by good words and fair speeches deceive the hearts of the simple.	
ROM 16:19	Hinlah amitin'in nangho Pakaiya seingai nahiu aheuve. Hiche hin eikipasah lheh e. Keiman nangho thilpha bolnaa nachih uva chule adihlou poupouva kona na kikangse dingu kadeipeh nahiuve.	For your obedience has become known to all. I rejoice therefore over you. But I desire to have you wise in that which is good, but innocent in that which is evil.	For your obedience is come abroad unto all men. I am glad therefore on your behalf: but yet I would have you wise unto that which is good, and simple concerning evil.	
ROM 16:20	Pathen'a kon cham-lungmonna chun: Satan hi nakengto noiyuva akoivah ding ahitai. I Pakaiyu Yeshua milungsetna chun naumpiu hen!	And the God of peace will quickly crush Satan under your feet. The grace of our Lord Jesus Christ be with you.	And the God of peace shall bruise Satan under your feet shortly. The grace of our Lord Jesus Christ be with you. Amen.	
ROM 16:21	Katoh khompi Timothy in chibai nahinpe uve; chutima chun Lucius, Jason, chule Sosipater, Judah nam mi kachan khompi hon jong chibai nahin boluve.	Timothy, my fellow worker, greets you, as do Lucius, Jason, and Sosipater, my relatives.	Timotheus my workfellow, and Lucius, and Jason, and Sosipater, my kinsmen, salute you.	
ROM 16:22	Keima Tertius, hiche lekhathot Paul thalhenga ajih a pang hin, Pakai nungjuiho lah a khat hinan chibai kahin boluve.	I, Tertius, who write the letter, greet you in the Lord.	I Tertius, who wrote this epistle, salute you in the Lord.	
ROM 16:23	Gaius hin chibai nahin peuve. Ama kalhunna pa ahin, chule Houbung pumpi vailhun'a pang ahi. Erastus kiti khopi sumchingpa hin chibai nahin boluve, chule isopiu Quartus in jong chibai naboluve.	Gaius, my host and host of the whole assembly, greets you. Erastus, the treasurer of the city, greets you, as does Quartus, the brother.	Gaius mine host, and of the whole church, saluteth you. Erastus the chamberlain of the city saluteth you, and Quartus a brother.	
ROM 16:24	I-Pakaiyu Yeshua Christa milungsetna chun nabon Chauvin umpiuvin. Amen.	The grace of our Lord Jesus Christ be with you all! Amen.	The grace of our Lord Jesus Christ be with you all. Amen.	
